MAP       , ID        , X1        , Y1        , 
3         , 1490      , 1530.0    , 16181.0   , 
3         , 1500      , 1753.0    , 16027.0   , 
3         , 1510      , 8760.0    , 17219.0   , 
3         , 1520      , 8997.0    , 16835.0   , 
3         , 1530      , 8490.0    , 17315.0   , 
3         , 1540      , 8830.0    , 16828.0   , 
3         , 1550      , 8705.0    , 17088.0   , 
3         , 1560      , 8958.0    , 17199.0   , 
3         , 1570      , 9082.0    , 16956.0   , 
3         , 1580      , 9099.0    , 17583.0   , 
3         , 1590      , 5608.0    , 15926.0   , 
3         , 1600      , 5541.0    , 15952.0   , 
3         , 1610      , 8767.0    , 15919.0   , 
3         , 1620      , 1175.0    , 15443.0   , 
3         , 2518      , 5562.0    , 15973.0   , 
4         , 1670      , 42364.0   , 45748.0   , 
4         , 1680      , 42621.0   , 45595.0   , 
4         , 1690      , 42568.0   , 45827.0   , 
4         , 1700      , 42439.0   , 45722.0   , 
4         , 1710      , 42328.0   , 45875.0   , 
4         , 1720      , 42391.0   , 45993.0   , 
4         , 1730      , 42447.0   , 45846.0   , 
4         , 1740      , 42618.0   , 45658.0   , 
4         , 1750      , 44536.0   , 47214.0   , 
4         , 1760      , 46467.0   , 45432.0   , 
4         , 1770      , 46477.0   , 45415.0   , 
4         , 1780      , 42569.0   , 45925.0   , 
4         , 1790      , 42706.0   , 45815.0   , 
4         , 1820      , 42453.0   , 45602.0   , 
4         , 1850      , 42752.0   , 45682.0   , 
4         , 1860      , 42757.0   , 45698.0   , 
4         , 1870      , 42764.0   , 45712.0   , 
4         , 1880      , 42768.0   , 45727.0   , 
4         , 1990      , 42627.0   , 45856.0   , 
4         , 2000      , 38361.0   , 46567.0   , 
4         , 2010      , 38466.0   , 46711.0   , 
4         , 2020      , 39432.0   , 41816.0   , 
4         , 2030      , 39521.0   , 41800.0   , 
4         , 2040      , 38521.0   , 46693.0   , 
4         , 2050      , 38171.0   , 46563.0   , 
4         , 2060      , 38463.0   , 46588.0   , 
4         , 2070      , 38511.0   , 46839.0   , 
4         , 2090      , 39578.0   , 41903.0   , 
4         , 2100      , 39270.0   , 41672.0   , 
4         , 2110      , 39670.0   , 41633.0   , 
4         , 2120      , 39446.0   , 41653.0   , 
4         , 2300      , 39691.0   , 41733.0   , 
4         , 2310      , 39697.0   , 41853.0   , 
4         , 2320      , 39480.0   , 41623.0   , 
4         , 2330      , 39456.0   , 41864.0   , 
4         , 2340      , 39742.0   , 41924.0   , 
4         , 2350      , 39620.0   , 41627.0   , 
4         , 2360      , 39557.0   , 41952.0   , 
4         , 2370      , 39663.0   , 41869.0   , 
4         , 2380      , 39520.0   , 41674.0   , 
4         , 2390      , 39471.0   , 41910.0   , 
4         , 2400      , 39676.0   , 41921.0   , 
4         , 2410      , 39564.0   , 41623.0   , 
4         , 2420      , 39470.0   , 41969.0   , 
4         , 2500      , 46445.0   , 45446.0   , 
4         , 2501      , 46585.0   , 42708.0   , 
4         , 2502      , 39313.0   , 42018.0   , 
4         , 2503      , 42266.0   , 45928.0   , 
4         , 2504      , 39795.0   , 41569.0   , 
4         , 2505      , 39719.0   , 41714.0   , 
4         , 2506      , 39792.0   , 41596.0   , 
4         , 2507      , 39787.0   , 41624.0   , 
4         , 2508      , 39388.0   , 41710.0   , 
4         , 2509      , 39645.0   , 41764.0   , 
4         , 2510      , 39796.0   , 41476.0   , 
4         , 2519      , 42292.0   , 45788.0   , 
4         , 2528      , 42533.0   , 46022.0   , 
4         , 2531      , 41966.0   , 46414.0   , 
4         , 3160      , 41510.0   , 46487.0   , 
4         , 3170      , 47435.0   , 42493.0   , 
4         , 3180      , 45843.0   , 45750.0   , 
4         , 3190      , 39246.0   , 42550.0   , 
4         , 3200      , 42461.0   , 43469.0   , 
4         , 3210      , 38145.0   , 47378.0   , 
5         , 1630      , 35266.0   , 35808.0   , 
5         , 1640      , 35250.0   , 35825.0   , 
5         , 1800      , 35281.0   , 35792.0   , 
6         , 2549      , 35343.0   , 49418.0   , 
6         , 2550      , 35338.0   , 49603.0   , 
6         , 2551      , 35428.0   , 49674.0   , 
6         , 2552      , 35425.0   , 49825.0   , 
6         , 2553      , 35235.0   , 49822.0   , 
6         , 2554      , 35221.0   , 49652.0   , 
7         , 2180      , 39076.0   , 56381.0   , 
7         , 2190      , 39257.0   , 56379.0   , 
7         , 2200      , 39076.0   , 56441.0   , 
7         , 2210      , 39256.0   , 56440.0   , 
7         , 2230      , 43495.0   , 59878.0   , 
7         , 2240      , 43589.0   , 59745.0   , 
7         , 2250      , 43509.0   , 59791.0   , 
7         , 2260      , 43472.0   , 59659.0   , 
7         , 2270      , 43548.0   , 59658.0   , 
7         , 2280      , 43508.0   , 59656.0   , 
8         , 2511      , 23635.0   , 64912.0   , 
8         , 2512      , 23605.0   , 64912.0   , 
9         , 2526      , 15657.0   , 62095.0   , 
9         , 2527      , 15657.0   , 62149.0   , 
9         , 2534      , 15718.0   , 62119.0   , 
9         , 2535      , 15769.0   , 62149.0   , 
9         , 2536      , 15765.0   , 62093.0   , 
100       , 2521      , 24069.0   , 55980.0   , 
100       , 2521      , 24144.0   , 55736.0   , 
100       , 2521      , 23984.0   , 55745.0   , 
100       , 2522      , 23955.0   , 55874.0   , 
100       , 2522      , 23956.0   , 55900.0   , 
100       , 2522      , 23959.0   , 55921.0   , 
100       , 2522      , 23966.0   , 55940.0   , 
100       , 2522      , 23976.0   , 55959.0   , 
100       , 2522      , 23992.0   , 55969.0   , 
100       , 2523      , 24176.0   , 55872.0   , 
100       , 2523      , 24179.0   , 55897.0   , 
100       , 2523      , 24177.0   , 55914.0   , 
100       , 2523      , 24170.0   , 55934.0   , 
100       , 2523      , 24164.0   , 55949.0   , 
100       , 2523      , 24150.0   , 55964.0   , 
100       , 2524      , 24066.0   , 55619.0   , 
100       , 2524      , 23967.0   , 55640.0   , 
100       , 2524      , 24171.0   , 55641.0   , 
100       , 8900      , 24068.0   , 55671.0   , 
100       , 8900      , 24089.0   , 55706.0   , 
100       , 8900      , 24047.0   , 55706.0   , 
201       , 360       , 2307.0    , 26865.0   , 
201       , 401       , 2386.0    , 26794.0   , 
201       , 1326      , 2380.0    , 26865.0   , 
201       , 1410      , 2304.0    , 26791.0   , 
202       , 360       , 9468.0    , 26859.0   , 
202       , 404       , 9548.0    , 26789.0   , 
202       , 1325      , 9547.0    , 26861.0   , 
202       , 1380      , 9470.0    , 26792.0   , 
203       , 780       , 14551.0   , 28999.0   , 
203       , 890       , 15521.0   , 25826.0   , 
203       , 1940      , 15557.0   , 25823.0   , 
204       , 900       , 15514.0   , 35042.0   , 
204       , 1950      , 15561.0   , 35040.0   , 
205       , 960       , 25018.0   , 37536.0   , 
205       , 970       , 25115.0   , 37226.0   , 
205       , 1830      , 25018.0   , 37451.0   , 
206       , 1650      , 35195.0   , 49682.0   , 
206       , 1650      , 35189.0   , 49802.0   , 
206       , 1650      , 35193.0   , 49923.0   , 
206       , 1650      , 35313.0   , 49924.0   , 
206       , 1650      , 35435.0   , 49920.0   , 
206       , 1650      , 35436.0   , 49796.0   , 
206       , 1650      , 35436.0   , 49678.0   , 
206       , 1650      , 35321.0   , 49679.0   , 
207       , 1620      , 1175.0    , 15443.0   , 
207       , 1430      , 1354.0    , 16251.0   , 
207       , 1440      , 1574.0    , 16055.0   , 
207       , 1450      , 1265.0    , 16305.0   , 
207       , 1500      , 1753.0    , 16027.0   , 
207       , 1590      , 5608.0    , 15926.0   , 
207       , 1600      , 5541.0    , 15952.0   , 
207       , 1610      , 8767.0    , 15919.0   , 
207       , 1510      , 8760.0    , 17219.0   , 
207       , 1520      , 8997.0    , 16835.0   , 
207       , 1530      , 8490.0    , 17315.0   , 
207       , 1580      , 9099.0    , 17583.0   , 
209       , 1900      , 25365.0   , 30359.0   , 
209       , 1920      , 25323.0   , 30380.0   , 
210       , 1910      , 34300.0   , 29056.0   , 
210       , 1930      , 34308.0   , 29099.0   , 
300       , 4000      , 26124.0   , 12500.0   , 
300       , 4010      , 25100.0   , 12501.0   , 
300       , 4020      , 24076.0   , 12501.0   , 
300       , 4030      , 24077.0   , 10453.0   , 
300       , 4040      , 25100.0   , 10454.0   , 
300       , 4050      , 26124.0   , 10454.0   , 
300       , 4060      , 28172.0   , 12500.0   , 
300       , 4070      , 29197.0   , 12501.0   , 
300       , 4080      , 30221.0   , 12499.0   , 
300       , 4090      , 28172.0   , 10451.0   , 
300       , 4100      , 29198.0   , 10452.0   , 
300       , 4110      , 30223.0   , 10451.0   , 
300       , 4120      , 32270.0   , 12499.0   , 
300       , 4130      , 32271.0   , 10453.0   , 
300       , 4140      , 33296.0   , 10454.0   , 
300       , 4150      , 33294.0   , 12497.0   , 
